rxn,smiles,dE0
8066,[N:1]#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[N:5]=[C:6]([H:11])[N:7]1[H:12]>>[C:4](=[N+:5]=[C-:6][H:11])([H:9])[H:10].[N:1]#[C:2]/[C:3](=[N:7]\[H:12])[H:8],72.38434000000001
8067,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5][H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6]([O:7][H:19])([H:16])([H:17])[H:18],127.67564
8068,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[O:7])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6]([H:16])([H:17])([H:18])[H:19],82.29821
8069,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][H:14],81.70473
8070,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([H:11])[H:12])([H:8])[H:10].[C:3](\[O:4][H:14])(=[C:5](/[C:6]([H:16])([H:17])[H:18])[O:7][H:19])[H:13].[H:9][H:15],94.69524
8071,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[O:4][H:14])[H:13])[H:11])([H:8])([H:9])[H:10].[C:5]([C:6]([H:16])([H:17])[H:18])(=[O:7])[H:15].[H:12][H:19],86.21271999999999
8072,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:4][H:14])([H:8])([H:9])[H:10].[C:2](=[C:3]([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12],110.13488999999998
8073,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[C:3](=[C:5](\[O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[O:4]([C:6]([H:16])([H:17])[H:18])[H:14],112.2079
8074,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])([H:14])[H:15],87.92789
8075,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O:4][H:19])([C:5]([C:6]([H:16])([H:17])[H:18])=[O:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:14][H:15],70.32483
8076,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[C:3](=[C:5](\[C:6]([H:16])([H:17])[H:18])[O:7][H:19])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[O:4]([H:14])[H:15],69.91623
8077,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[C:5]([C:6]([H:16])([H:17])[H:18])([H:13])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:14])[H:19],66.51099
8078,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:5](=[C:6]([H:16])[H:18])[O:7][H:19])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:15][H:17],109.18601
8079,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([O:4][H:14])([O:7][H:19])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:5]([C:6]([H:16])([H:17])[H:18])[H:15],115.9625
8080,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:5]([C:6]([H:16])([H:17])[H:18])=[O:7])([H:13])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:4]([H:14])[H:19],67.90709
8081,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:14].[C:2]([C:3](=[O:4])[H:13])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])([H:11])[H:12],96.6011
8082,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([O:4][H:14])([C:6]([C:5](=[O:7])[H:15])([H:16])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:17][H:19],100.48053
8083,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]1([H:13])[O:4][C@@:5]1([C:6]([H:16])([H:17])[H:18])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:14])[H:19],67.13359
8084,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([H:11])([H:12])[H:19])([H:8])([H:9])[H:10].[C:3](=[O:4])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:14])[H:15])[H:13],79.82269000000001
8085,[C:1]([C:2]([C@@:3]([O:4][H:14])([C@@:5]([C:6]([H:16])([H:17])[H:18])([O:7][H:19])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[C:3]([O:4][H:14])=[C:5](\[C:6]([H:16])([H:17])[H:18])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[O:7]([H:13])[H:19],72.40321999999999
8086,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[N:3])([H:8])([H:9])[H:10].[O:4]([C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:11],52.92313000000001
8087,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[N:3])([H:8])([H:9])[H:10].[O:4]=[C:5]([C:7]([C:6]([H:11])([H:13])[H:14])([H:15])[H:16])[H:12],41.67529
8088,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([N:3]([H:10])[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])[H:9],62.74749
8089,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]#[N:3])([H:8])([H:9])[H:10].[H:11][H:12].[O:4]=[C:5]1[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16],67.1694
8090,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]/[H:11])[C:7]([C:6]([C:5](=[O:4])[H:12])([H:13])[H:14])([H:15])[H:16])([H:8])([H:9])[H:10],71.34618
8091,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]/[H:11])[O:4][C@:5]([C:6][H:13])([C:7]([H:14])([H:15])[H:16])[H:12])([H:8])([H:9])[H:10],65.72653000000001
8092,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([N:3]([C-:2]=[O+:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],88.52129000000001
8093,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:6]([C:5](=[C:7]([H:15])[H:16])[H:12])([H:13])[H:14])[H:11])=[O:4])([H:8])([H:9])[H:10],56.28815
8094,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:11])=[O:4])([H:8])([H:9])[H:10],55.75108
8095,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([H:11])[H:13])=[O:4])([H:8])([H:9])[H:10].[C:5]1([H:12])=[C:6]([H:14])[C:7]1([H:15])[H:16],60.2554
8096,[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[O+:4][C-:5]([H:12])[C:7]([H:15])([H:16])[C:6]([H:13])([H:14])[N:3]1[H:11])([H:8])([H:9])[H:10],60.12268
8097,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([H:11])[H:12])([H:8])[H:9].[N:3](\[C:4]([H:13])([H:14])[H:15])=[C:5](/[O:6][H:10])[C:7]([H:16])([H:17])[H:18],57.96265
8098,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]1[C:5]([C:4]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[O:6]1)([H:11])[H:12])([H:8])([H:9])[H:10],84.09543000000001
8099,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5]([O:6][H:17])=[C:7]([H:16])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],60.53114
8100,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N:3]=[C:4]([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[C:5](=[O:6])([C:7]([H:16])([H:17])[H:18])[H:15],87.56562
8101,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([N+:3]([C-:4]([H:13])[H:14])([C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],85.97216
8102,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([H:11])[H:12])([H:8])[H:9].[N:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])[H:10],82.45214
8103,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C:2]([H:11])([H:12])[N:3]([C:4]([H:13])([H:14])[H:15])[C@:5]([C:7]([H:16])([H:17])[H:18])([H:10])[O:6]1,108.17316
8104,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:6][C:5](=[N+:3]([C-:2]([H:11])[H:12])[C:4]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])([H:8])([H:9])[H:10],96.39156
8105,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([N+:3]([C-:2]([H:11])[H:12])([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:8])([H:9])[H:10],122.38402
8106,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:8])([H:9])[H:10].[C:2](=[N:3][C:4]([H:13])([H:14])[H:15])([H:11])[H:12],101.90529
8107,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C-:2]([N+:3](=[C:4]([H:13])[H:14])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12].[C:1]([H:8])([H:9])([H:10])[H:15],90.1936
8108,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[N:3]=[C:5](/[O:6][C:4]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],69.84404
8109,[C:1]([C:2]([N:3]([C:4]([H:13])([H:14])[H:15])[C:5](=[O:6])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:6]/[C:5](=[N:3]/[C:4]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],68.40396
8110,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N+:2]([C:3]([O-:4])=[C:5]([C:6]([H:13])([H:14])[H:15])[H:12])([C:7]([H:16])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10],107.00337
8111,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1](=[N:2][H:11])([H:9])[H:10].[C:3](=[O:4])([C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:8],88.19397
8112,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C+:1]([N:2]([C@:3]1([O-:4])[C@:5]([C:6]([H:13])([H:14])[H:15])([H:12])[C:7]1([H:17])[H:18])[H:11])([H:9])[H:10].[H:8][H:16],101.17131
8113,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3]([O-:4])=[C+:5][C:7]([H:16])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10].[C:6]([H:12])([H:13])([H:14])[H:15],91.08687
8114,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C@:3]1([H:12])[O:4][C:5]1([C:6]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10],93.93281
8115,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3][O:4][H:15])[H:11])([H:8])([H:9])[H:10].[C:5](=[C:6]([H:13])[H:14])([C:7]([H:16])([H:17])[H:18])[H:12],75.93504
8116,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3]([O:4][C:6]([H:13])([H:14])[H:15])=[C:5](/[C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10],101.31018
8117,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3]([O:4][H:12])=[C:5]([C:6]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10],66.78424
8118,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[N:2]=[C:3]1\[O:4][C:5]1([C:6]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])([H:8])([H:9])[H:10].[H:11][H:12],92.71686
8119,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]=[C:3]=[O:4])([H:8])([H:9])[H:10].[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])([H:11])[H:12],80.76286
8120,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:4]/[C:3](=[N:2]/[H:11])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])([H:8])([H:9])[H:10],71.56968
8121,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C@@:3]1([O:4][H:15])[C@@:5]([C:7]([H:16])([H:17])[H:18])([H:12])[C:6]1([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],78.39686
8122,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]1([C:7]([H:16])([H:17])[H:18])[H:12])([H:8])([H:9])[H:10].[C:6]([H:11])([H:13])([H:14])[H:15],94.60045
8123,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C-:1]([N+:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])([H:8])[H:11])([H:9])[H:10],93.2668
8124,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C+:1]([N:2]([C:3]([O-:4])=[C:5]([C:6]([H:13])([H:14])[H:15])[C:7]([H:16])([H:17])[H:18])[H:11])([H:9])[H:10].[H:8][H:12],90.68413
8125,[C:1]([N:2]([C:3](=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12])[H:11])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:11].[N:2](=[C:3]=[O:4])[C:5]([C:6]([H:13])([H:14])[H:15])([C:7]([H:16])([H:17])[H:18])[H:12],85.4458
8126,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])=[C:4]([H:12])[C@:5]1([C:6]([O:7][H:11])([H:14])[H:15])[H:13],68.61219
8127,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C:3]([H:10])=[O+:7][C-:6]([H:14])[C@@:5]1([C:4]([H:11])([H:12])[H:15])[H:13],103.94843
8128,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C@@:1]12([H:8])[O:2][C@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]2([C:6]([O:7][H:9])([H:14])[H:15])[H:13],107.388
8129,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1](=[O:2])([H:8])[H:9].[C:3]([C:4]([C:5](=[C:6]([H:14])[H:15])[H:13])([H:11])[H:12])(=[O:7])[H:10],73.87943
8130,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C-:1]([O+:2]=[C:3]([O:7][C:6]([C:5](=[C:4]([H:11])[H:12])[H:13])([H:14])[H:15])[H:10])([H:8])[H:9],86.02656999999999
8131,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]([O:2][C:3](=[O:7])[H:10])([C:5](=[C:4]([H:11])[H:12])[C:6]([H:13])([H:14])[H:15])([H:8])[H:9],85.43526999999999
8132,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C:6]([H:14])([H:15])[C:5]1([C:4]([C:3](=[O:7])[H:10])([H:11])[H:12])[H:13],80.47025
8133,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]([O+:2]=[C-:3][H:10])([C:5]1([H:13])[C:4]([H:11])([H:12])[O:7][C:6]1([H:14])[H:15])([H:8])[H:9],126.94284
8134,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:10])([H:11])[C:4]([H:12])=[C:5]([H:13])[C:6]([H:14])([H:15])[O:7]1,91.38612
8135,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1](=[C:5]([C:6]([O:7][C@:3]1([H:10])[O:2][C:4]1([H:11])[H:12])([H:14])[H:15])[H:13])([H:8])[H:9],104.30294
8136,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C@:3]2([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[C-:6]=[O+:7]2.[H:14][H:15],84.46123
8137,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O+:2]=[C-:3][C:4]([H:11])([H:12])[C@:5]1([C:6]([O:7][H:10])([H:14])[H:15])[H:13],67.95531
8138,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]1([H:8])([H:9])[O:2][C@:3]([O:7][H:14])([H:10])[C:4]([H:11])([H:12])[C@:5]1([C:6][H:15])[H:13],76.90187
8139,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2>>[C:1]([O:2][C@:3]1([H:10])[C:4]([H:11])([H:12])[C:5][C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:13],79.19153
